soil_type,pH,potassium,phosphore,azote,humidite,EC,temperature,rainfall,culture_recommandee
Argileux,6.08,50.9,20.6,0.063,36.8,1.74,29.7,330.2,Arachide
Sableux,7.26,79.3,47.7,0.208,34.1,1.12,29.8,233.3,Sésame
Sableux,7.98,87.0,45.5,0.058,36.2,1.34,28.5,300.6,Sésame
Sableux,5.5,167.9,57.1,0.05,14.5,0.69,42.4,357.0,Gombo
Limonneux,6.71,275.1,47.4,0.223,20.7,1.22,31.0,500.7,Mil
Limonneux,6.31,131.1,13.0,0.29,28.5,2.19,26.9,588.0,Gombo
Limonneux,6.26,97.8,33.5,0.119,23.0,1.77,44.9,580.3,Sésame
Limonneux,6.72,292.6,32.4,0.249,15.6,1.53,44.6,128.2,Riz pluvial
Sableux,7.51,210.6,44.0,0.153,26.4,1.93,27.8,233.4,Niébé
Sableux,6.44,123.1,17.1,0.264,20.9,0.61,29.5,353.4,Riz pluvial
Argileux,6.65,274.5,30.3,0.158,16.0,1.72,38.0,730.4,Riz pluvial
Argileux,7.83,153.8,23.7,0.023,28.7,1.8,42.7,548.3,Patate douce
Argileux,6.16,110.5,30.9,0.079,24.0,0.71,31.8,735.8,Maïs
Sableux,6.42,74.5,58.8,0.281,20.9,1.75,29.9,243.8,Niébé
Limonneux,5.77,215.5,19.9,0.151,9.1,1.64,28.6,776.5,Patate douce
Argileux,7.75,120.3,49.4,0.075,33.8,2.08,36.8,740.8,Maïs
Limonneux,7.16,101.7,17.4,0.067,16.7,1.4,43.6,574.9,Patate douce
Salin,5.74,55.8,19.9,0.205,6.9,2.42,41.2,281.0,Patate douce
Argileux,7.92,238.5,42.9,0.234,29.7,0.17,25.6,385.3,Mil
Limonneux,7.65,87.3,20.6,0.186,25.1,1.95,38.4,375.4,Gombo
Limonneux,6.26,137.4,16.9,0.192,34.6,0.84,34.9,495.1,Manioc
Rocheux,6.94,207.7,19.8,0.08,17.4,1.73,29.3,458.9,Patate douce
Rocheux,5.59,110.4,8.1,0.258,16.5,1.11,34.5,147.4,Patate douce
Sableux,7.48,169.1,56.1,0.098,12.8,1.93,39.2,747.1,Sésame
Salin,7.53,96.5,33.0,0.241,11.2,1.59,31.1,165.0,Manioc
Argileux,6.65,172.8,39.4,0.042,13.3,1.24,34.0,712.1,Mil
Salin,6.22,137.5,32.8,0.125,9.8,1.6,36.1,491.3,Sésame
Salin,7.08,76.5,50.8,0.071,15.4,1.78,39.5,572.0,Mil
Argileux,6.67,162.5,26.3,0.139,12.9,0.11,28.6,175.1,Niébé
Salin,6.56,242.1,39.5,0.203,22.1,1.0,43.5,447.9,Niébé
Rocheux,6.24,164.2,35.3,0.133,9.1,0.31,30.9,550.8,Patate douce
Sableux,6.16,105.4,31.6,0.136,5.6,1.37,37.0,733.2,Sésame
Rocheux,7.56,238.9,10.7,0.146,33.9,1.25,42.5,217.2,Mil
Rocheux,6.07,117.4,9.5,0.123,5.8,1.84,30.2,290.8,Gombo
Argileux,5.91,102.8,42.7,0.061,26.0,0.66,27.4,562.4,Patate douce
Sableux,6.9,217.8,38.1,0.199,20.9,0.91,28.3,502.4,Arachide
Limonneux,6.05,286.4,42.8,0.14,39.0,1.37,39.0,666.4,Niébé
Rocheux,7.1,138.3,45.3,0.175,16.4,1.86,37.5,272.4,Sésame
Limonneux,6.92,249.6,9.7,0.04,23.4,1.55,27.3,252.7,Sorgho
Argileux,5.64,210.5,57.9,0.16,8.6,1.36,32.1,572.9,Patate douce
Sableux,7.49,234.5,22.6,0.096,18.4,0.42,42.5,292.8,Mil
Salin,5.74,224.5,29.0,0.115,24.9,2.38,33.5,643.4,Sorgho
Argileux,7.42,79.9,21.5,0.103,25.8,1.13,32.8,799.4,Sésame
Limonneux,5.61,52.8,11.3,0.093,29.8,1.41,29.5,178.1,Manioc
Limonneux,5.9,203.3,27.0,0.198,29.4,1.85,34.0,418.2,Arachide
Limonneux,6.58,73.3,41.6,0.108,21.4,2.19,28.6,617.0,Sorgho
Sableux,6.65,57.2,6.4,0.212,21.1,0.92,36.3,785.1,Mil
Argileux,7.15,55.4,21.1,0.236,14.1,2.49,41.4,277.8,Gombo
Rocheux,7.51,271.1,57.3,0.161,13.7,0.64,40.6,131.4,Manioc
Salin,7.51,247.1,10.3,0.02,32.4,0.75,41.8,216.3,Sésame
Argileux,6.63,54.9,51.9,0.279,30.4,0.79,32.7,239.0,Arachide
Salin,6.07,163.5,6.4,0.221,9.6,2.38,42.0,563.3,Arachide
Limonneux,7.84,138.8,47.5,0.127,28.0,1.88,32.1,612.1,Riz pluvial
Argileux,7.01,76.7,15.8,0.29,31.4,1.93,42.5,530.9,Riz pluvial
Argileux,7.24,133.9,11.0,0.193,9.8,2.39,26.8,387.1,Manioc
Rocheux,6.97,76.1,30.5,0.122,10.6,2.26,26.4,699.8,Riz pluvial
Argileux,7.88,113.0,46.0,0.063,16.1,2.18,32.0,140.7,Patate douce
Sableux,6.47,171.2,19.2,0.061,29.2,2.0,30.0,716.8,Sésame
Salin,6.52,98.9,57.0,0.251,10.2,0.1,27.6,219.5,Sorgho
Argileux,6.06,155.0,33.9,0.289,37.8,1.09,27.9,579.2,Niébé
Rocheux,7.5,104.0,56.2,0.067,15.1,0.42,26.3,228.0,Sorgho
Sableux,7.8,157.0,15.2,0.086,11.7,2.42,29.7,667.6,Sorgho
Rocheux,7.26,184.9,25.8,0.23,6.1,0.99,38.7,486.4,Sorgho
Limonneux,5.57,77.2,16.1,0.128,33.9,2.3,37.4,363.2,Sorgho
Sableux,6.9,227.9,56.7,0.297,34.3,1.97,33.0,651.4,Gombo
Argileux,6.31,68.0,54.6,0.142,18.8,1.27,28.0,496.3,Mil
Sableux,7.68,96.9,10.3,0.077,25.5,2.21,30.7,437.0,Sésame
Rocheux,5.57,258.5,18.2,0.285,21.4,2.11,44.9,477.5,Maïs
Limonneux,6.19,160.2,36.9,0.256,6.2,0.87,40.0,124.4,Gombo
Rocheux,5.93,269.3,57.3,0.225,18.0,1.85,39.5,313.7,Niébé
Limonneux,7.54,52.3,56.1,0.245,8.8,0.33,36.8,164.6,Gombo
Sableux,7.83,94.0,29.5,0.24,18.6,1.46,31.6,157.1,Manioc
Limonneux,6.22,79.8,6.5,0.191,36.8,0.86,44.7,305.6,Arachide
Limonneux,5.86,275.7,20.9,0.199,18.2,2.03,33.8,126.6,Sésame
Argileux,6.49,157.5,23.9,0.288,30.4,2.18,41.4,731.3,Mil
Rocheux,6.39,237.5,24.2,0.225,28.7,0.85,29.1,194.5,Mil
Limonneux,6.51,93.2,28.0,0.092,7.3,0.88,38.1,143.9,Niébé
Limonneux,7.59,252.5,14.7,0.164,11.9,0.19,26.4,285.5,Patate douce
Salin,6.16,58.7,46.4,0.126,19.5,1.84,27.8,443.6,Patate douce
Sableux,6.92,98.0,42.9,0.074,9.7,1.98,26.9,622.4,Arachide
Rocheux,6.0,196.7,39.5,0.18,21.6,0.6,29.9,359.1,Manioc
Argileux,6.6,166.9,7.1,0.245,35.2,0.83,27.3,784.1,Gombo
Rocheux,7.24,209.6,50.1,0.183,28.3,1.52,33.6,587.4,Riz pluvial
Argileux,7.0,206.7,27.3,0.152,25.8,0.69,33.6,207.7,Niébé
Sableux,5.98,264.8,28.9,0.175,5.8,2.23,38.7,144.7,Manioc
Sableux,7.78,292.6,50.2,0.237,19.7,0.65,31.9,136.0,Arachide
Salin,7.61,281.9,11.9,0.263,28.4,0.38,25.9,333.1,Maïs
Sableux,5.98,195.4,47.9,0.287,35.3,0.36,34.2,100.2,Niébé
Salin,5.58,154.5,53.7,0.215,29.2,0.21,35.3,409.4,Niébé
Argileux,5.92,67.5,33.5,0.198,31.5,0.11,43.1,561.3,Arachide
Sableux,6.6,247.4,55.5,0.268,10.3,1.09,34.3,730.2,Sésame
Argileux,7.54,211.5,16.6,0.289,13.5,2.13,36.1,643.6,Niébé
Limonneux,6.57,281.1,46.7,0.136,36.6,1.23,28.5,469.4,Manioc
Rocheux,7.61,273.9,45.0,0.042,31.4,2.06,40.2,300.0,Manioc
Sableux,5.68,92.4,22.8,0.174,36.7,1.35,35.2,148.4,Arachide
Limonneux,7.51,272.6,47.2,0.03,21.8,0.42,43.8,683.3,Maïs
Salin,6.01,291.5,17.1,0.064,23.0,1.75,35.3,735.6,Maïs
Salin,6.71,230.4,23.3,0.229,7.3,1.71,34.3,219.0,Gombo
Salin,7.21,280.6,10.4,0.032,9.5,0.17,41.6,360.9,Riz pluvial
Limonneux,7.89,117.5,9.6,0.05,9.5,0.79,40.0,582.7,Arachide
Sableux,7.09,277.1,46.6,0.172,32.6,0.99,28.8,583.1,Maïs
Sableux,7.85,128.0,19.7,0.244,30.1,2.09,40.4,272.8,Niébé
Sableux,6.16,194.2,57.8,0.254,28.1,0.16,40.0,380.5,Gombo
Limonneux,7.49,64.3,10.9,0.212,37.6,0.61,31.9,293.0,Riz pluvial
Rocheux,7.36,80.0,49.2,0.226,30.2,1.66,33.9,759.3,Niébé
Limonneux,7.6,203.8,15.1,0.28,13.1,0.55,32.8,371.2,Manioc
Limonneux,5.75,252.1,59.8,0.175,6.6,2.28,41.8,227.8,Niébé
Salin,5.75,177.6,25.1,0.26,23.7,2.29,27.7,534.0,Arachide
Salin,6.34,61.8,25.1,0.2,11.4,0.67,28.5,798.4,Sésame
Salin,6.69,134.5,7.0,0.181,12.7,1.21,28.4,684.0,Niébé
Salin,6.62,158.3,48.6,0.228,34.4,1.5,26.2,787.6,Manioc
Limonneux,6.27,118.4,31.6,0.278,33.8,2.29,39.9,608.1,Arachide
Salin,7.22,269.8,11.5,0.276,19.0,2.39,40.4,119.1,Sésame
Argileux,7.4,143.8,43.3,0.158,19.3,0.21,30.2,613.1,Arachide
Sableux,6.46,140.7,46.3,0.165,38.0,2.36,32.1,419.3,Gombo
Limonneux,5.72,81.5,33.4,0.298,11.5,1.8,25.9,236.4,Maïs
Argileux,6.21,229.1,43.6,0.264,10.8,0.19,29.6,143.1,Maïs
Rocheux,6.58,264.1,26.4,0.131,28.2,2.0,41.0,428.4,Maïs
Argileux,7.68,274.1,41.7,0.135,5.9,1.85,41.6,471.7,Arachide
Limonneux,6.35,179.8,18.7,0.037,15.7,0.23,31.7,630.0,Manioc
Rocheux,6.73,247.8,37.4,0.158,10.2,2.18,27.4,445.5,Patate douce
Argileux,6.05,88.6,9.2,0.102,20.5,0.83,43.4,178.5,Sésame
Rocheux,7.3,204.2,13.0,0.095,28.7,0.33,41.0,719.4,Sorgho
Rocheux,7.57,170.2,35.0,0.09,38.0,2.34,34.0,730.5,Sorgho
Argileux,7.4,296.6,34.0,0.107,27.4,1.98,39.7,573.6,Maïs
Salin,7.47,66.4,9.4,0.036,9.4,0.55,28.6,604.3,Arachide
Sableux,7.81,195.9,40.0,0.063,26.5,2.25,40.9,692.6,Niébé
Salin,6.92,277.7,10.0,0.268,5.2,0.47,36.0,256.4,Sorgho
Salin,7.31,62.2,44.3,0.161,31.5,0.18,25.5,160.5,Arachide
Argileux,6.14,243.8,13.9,0.252,18.9,1.33,31.6,604.5,Sésame
Rocheux,7.89,256.5,45.0,0.287,32.9,0.28,35.0,269.0,Sésame
Rocheux,5.82,101.2,41.4,0.08,26.9,0.42,43.2,781.3,Maïs
Argileux,7.2,169.4,25.6,0.072,5.9,1.66,32.4,309.9,Manioc
Argileux,5.79,165.4,18.2,0.135,11.2,2.36,42.9,497.2,Sorgho
Limonneux,6.69,250.7,21.8,0.287,6.2,0.93,38.8,415.9,Riz pluvial
Salin,5.54,107.0,21.4,0.072,22.5,0.3,31.2,305.0,Sorgho
Rocheux,7.74,164.1,6.2,0.196,17.2,1.24,38.6,307.3,Niébé
Limonneux,6.82,275.4,56.9,0.115,22.9,0.41,32.7,338.3,Mil
Sableux,5.87,225.9,45.0,0.233,22.0,1.11,44.0,233.2,Niébé
Rocheux,6.13,175.1,21.0,0.113,15.2,1.95,28.5,651.9,Maïs
Argileux,6.59,166.4,37.3,0.267,33.0,2.23,28.1,159.9,Gombo
Rocheux,5.66,206.2,59.9,0.247,21.5,2.19,25.2,555.7,Riz pluvial
Sableux,7.69,275.1,50.3,0.236,24.7,1.57,40.4,129.8,Arachide
Salin,7.21,266.5,29.1,0.178,21.7,1.83,36.2,164.5,Maïs
Rocheux,7.74,92.9,7.4,0.115,35.2,0.51,30.3,507.0,Niébé
Argileux,7.46,267.3,33.3,0.02,5.5,1.23,43.0,741.0,Riz pluvial
Limonneux,6.52,98.6,30.9,0.12,9.2,2.42,39.1,210.4,Niébé
Argileux,7.7,185.1,47.5,0.145,27.5,0.95,38.8,704.2,Manioc
Argileux,6.97,236.5,29.9,0.196,33.6,1.32,33.3,250.1,Arachide
Salin,6.44,250.2,15.9,0.138,38.7,1.66,28.8,648.2,Niébé
Limonneux,7.31,142.6,22.7,0.296,37.2,1.5,42.9,647.6,Mil
Salin,7.17,210.1,43.7,0.242,37.6,0.33,42.8,272.9,Sésame
Salin,5.82,164.5,38.9,0.255,16.9,2.17,43.1,591.8,Manioc
Limonneux,6.06,148.0,32.2,0.184,5.7,2.42,31.7,164.7,Sorgho
Salin,5.52,83.7,57.5,0.186,8.7,2.43,43.9,473.4,Gombo
Rocheux,6.88,93.7,56.2,0.203,31.6,1.49,27.6,687.3,Niébé
Salin,5.62,84.4,57.7,0.022,18.2,1.99,31.5,323.6,Maïs
Rocheux,7.85,112.8,26.2,0.259,31.1,1.23,39.8,593.1,Sésame
Rocheux,7.54,61.5,56.8,0.195,23.0,1.29,32.4,586.3,Niébé
Limonneux,7.71,214.5,32.4,0.155,36.1,2.24,32.4,667.5,Sorgho
Limonneux,7.1,110.3,50.3,0.206,11.3,1.3,34.2,619.1,Riz pluvial
Argileux,7.47,274.6,42.4,0.063,10.6,0.58,29.2,533.2,Manioc
Rocheux,7.3,236.9,22.5,0.105,33.9,1.7,43.2,148.4,Patate douce
Argileux,6.94,241.1,57.2,0.112,29.2,0.64,41.9,561.5,Manioc
Rocheux,6.46,166.1,13.8,0.214,23.7,0.63,34.5,132.6,Niébé
Salin,6.41,183.2,28.0,0.167,34.1,2.02,35.3,358.5,Manioc
Salin,6.31,234.0,28.7,0.027,25.1,0.13,26.7,292.9,Gombo
Rocheux,6.17,205.1,5.1,0.296,7.7,1.5,41.3,235.5,Manioc
Argileux,6.13,70.6,44.4,0.261,11.3,0.33,30.5,128.4,Niébé
Limonneux,6.98,279.1,55.5,0.185,27.2,2.46,25.5,664.7,Mil
Salin,5.56,217.6,18.0,0.232,6.5,0.25,33.3,449.3,Niébé
Limonneux,6.68,236.3,23.3,0.154,21.2,0.34,38.2,471.3,Maïs
Sableux,7.14,165.3,10.5,0.299,13.0,1.67,39.4,136.3,Sorgho
Limonneux,5.59,131.1,53.8,0.085,35.1,1.58,25.0,364.6,Manioc
Limonneux,7.95,256.6,52.4,0.234,19.6,0.57,40.7,689.5,Patate douce
Rocheux,6.12,273.1,38.2,0.185,31.5,2.21,43.1,347.3,Niébé
Sableux,6.49,164.9,44.4,0.062,18.8,2.21,39.0,197.1,Maïs
Argileux,6.62,151.8,52.4,0.025,20.0,0.23,42.4,326.2,Niébé
Salin,5.53,166.4,11.8,0.111,39.7,2.2,38.4,150.1,Mil
Argileux,6.42,278.4,28.2,0.2,14.5,0.11,36.4,509.0,Patate douce
Limonneux,7.82,112.9,18.3,0.111,37.4,2.44,29.6,134.0,Patate douce
Sableux,6.89,192.9,44.9,0.271,22.6,1.3,39.6,590.2,Sésame
Limonneux,5.5,152.0,54.1,0.15,16.6,1.2,41.7,121.7,Manioc
Salin,7.17,195.2,38.3,0.27,7.3,1.42,37.8,615.6,Riz pluvial
Sableux,6.64,298.4,35.9,0.188,11.6,0.17,39.9,140.6,Sésame
Argileux,7.74,100.4,23.1,0.156,34.6,1.01,37.5,283.5,Niébé
Sableux,7.03,292.6,56.5,0.149,23.6,2.15,35.7,670.2,Sorgho
Limonneux,7.45,212.2,25.0,0.195,23.3,2.01,29.7,639.0,Patate douce
Salin,6.79,79.3,40.5,0.226,35.8,1.9,31.6,106.0,Riz pluvial
Salin,6.06,193.9,10.1,0.201,8.6,1.58,25.7,187.6,Maïs
Rocheux,6.08,234.1,12.0,0.19,35.3,1.66,29.1,479.1,Maïs
Rocheux,5.94,54.4,30.1,0.28,25.5,0.34,37.6,190.2,Sorgho
Rocheux,5.6,118.9,8.9,0.174,25.7,1.33,26.6,775.7,Sésame
Rocheux,7.4,226.9,19.3,0.039,26.7,0.62,31.5,587.5,Niébé
Limonneux,6.21,218.4,52.9,0.27,32.2,1.84,30.9,542.5,Arachide
Limonneux,7.09,286.0,56.1,0.041,29.2,0.78,26.5,283.2,Niébé
Argileux,7.64,194.3,13.6,0.283,32.2,0.64,44.9,594.6,Sésame
Sableux,5.79,218.4,50.7,0.268,10.7,1.89,26.4,182.9,Mil
Limonneux,6.88,133.7,12.6,0.144,6.3,0.98,28.2,723.4,Manioc
Salin,6.11,155.1,19.7,0.101,20.1,2.3,40.4,129.4,Arachide
Sableux,6.5,211.9,35.2,0.109,6.3,0.43,38.4,263.8,Gombo
Limonneux,6.88,107.6,19.9,0.17,16.6,2.03,34.0,506.2,Sésame
Argileux,7.81,194.0,57.8,0.131,26.5,0.72,35.0,736.4,Mil
Sableux,5.83,104.3,56.6,0.144,30.6,2.31,38.9,645.1,Maïs
Sableux,7.78,206.8,50.7,0.293,33.5,0.65,34.6,283.7,Sésame
Rocheux,6.07,225.5,13.8,0.148,11.9,2.44,35.9,736.9,Arachide
Salin,6.52,107.7,48.0,0.228,5.2,1.97,43.1,395.2,Sésame
Limonneux,7.73,104.9,8.0,0.265,15.0,2.45,34.5,503.3,Maïs
Argileux,7.08,86.0,49.2,0.092,37.8,1.37,39.3,621.3,Sésame
Rocheux,5.64,135.5,21.7,0.147,17.6,1.24,41.0,795.1,Mil
Sableux,7.47,217.8,47.6,0.086,10.2,1.29,27.5,761.8,Sorgho
Argileux,6.91,186.7,33.9,0.231,33.9,0.26,42.8,616.2,Arachide
Limonneux,7.96,63.6,10.0,0.215,6.8,0.26,30.8,137.8,Manioc
Argileux,7.7,189.1,10.3,0.208,23.2,1.24,44.7,615.5,Maïs
Argileux,6.8,53.4,34.5,0.241,28.5,1.96,30.1,467.7,Niébé
Limonneux,5.92,250.2,20.2,0.202,18.0,0.77,38.6,291.5,Patate douce
Sableux,5.52,160.4,11.4,0.259,23.2,1.79,42.2,334.9,Manioc
Argileux,6.88,231.5,7.9,0.267,36.6,2.44,34.2,772.3,Niébé
Salin,5.95,243.1,24.9,0.027,12.0,1.83,40.8,399.4,Niébé
Salin,7.35,282.7,39.8,0.206,35.7,1.91,38.9,275.0,Manioc
Rocheux,6.68,85.3,32.5,0.111,39.6,1.78,27.7,485.9,Patate douce
Sableux,6.49,207.0,7.8,0.253,13.0,2.22,38.0,362.1,Sésame
Argileux,5.82,131.2,36.0,0.109,16.9,0.7,27.8,392.1,Sésame
Salin,7.39,56.9,11.9,0.173,34.9,0.59,35.6,437.5,Sorgho
Sableux,7.53,141.3,22.0,0.258,34.7,1.81,38.2,446.7,Maïs
Argileux,5.92,176.7,54.6,0.23,15.1,1.3,31.6,208.8,Sorgho
Sableux,5.72,138.8,28.1,0.064,34.4,1.39,36.0,590.1,Maïs
Salin,7.28,144.2,45.0,0.219,22.5,1.23,31.3,325.9,Riz pluvial
Rocheux,6.73,56.1,43.6,0.107,30.8,0.74,43.2,761.8,Maïs
Rocheux,5.54,149.9,47.2,0.177,10.6,1.4,30.4,212.5,Patate douce
Sableux,5.83,194.4,55.7,0.219,24.0,0.7,30.9,688.6,Riz pluvial
Sableux,6.45,57.4,14.2,0.043,21.7,0.22,42.6,786.2,Mil
Salin,6.36,84.7,29.1,0.062,21.0,1.53,30.7,187.4,Maïs
Rocheux,5.89,255.0,24.0,0.266,33.9,2.44,41.6,269.6,Manioc
Rocheux,7.09,105.0,48.7,0.098,18.6,0.87,31.7,225.2,Patate douce
Salin,6.24,238.5,7.9,0.154,9.7,1.1,31.4,176.3,Mil
Limonneux,5.99,284.1,10.6,0.182,38.8,1.21,36.4,204.6,Niébé
Rocheux,7.31,185.2,47.9,0.166,24.4,1.47,44.2,706.3,Niébé
Argileux,6.68,281.8,37.3,0.139,39.6,2.04,33.9,337.2,Maïs
Sableux,6.57,206.3,15.8,0.151,22.7,2.4,43.8,459.3,Mil
Limonneux,5.87,85.3,30.7,0.094,9.5,2.44,29.8,288.4,Mil
Salin,5.74,119.3,21.7,0.206,26.7,1.76,36.5,653.8,Mil
Rocheux,6.83,287.5,30.5,0.077,39.7,2.23,36.8,547.3,Sorgho
Rocheux,7.32,83.0,33.6,0.234,7.9,0.2,41.5,632.8,Riz pluvial
Limonneux,7.66,119.4,57.8,0.124,19.7,1.08,44.5,595.1,Gombo
Rocheux,5.57,249.9,13.3,0.12,19.7,2.41,34.6,312.5,Sorgho
Argileux,7.68,260.6,17.5,0.071,18.7,1.03,32.8,407.5,Manioc
Rocheux,7.88,295.2,38.6,0.091,13.4,1.3,27.0,494.4,Maïs
Rocheux,7.98,277.4,11.0,0.04,36.1,1.46,44.9,747.0,Riz pluvial
Sableux,5.9,54.5,58.8,0.127,15.6,0.93,44.7,435.8,Gombo
Limonneux,7.88,276.7,54.1,0.048,35.5,0.99,35.1,602.6,Niébé
Sableux,5.54,150.7,57.4,0.294,19.7,2.21,25.1,607.5,Sorgho
Salin,6.88,156.0,31.1,0.276,19.1,0.16,39.2,132.0,Riz pluvial
Limonneux,7.38,256.5,14.1,0.283,9.1,0.87,43.2,255.7,Patate douce
Argileux,6.82,291.4,13.4,0.205,33.2,1.34,42.2,745.1,Sésame
Argileux,5.97,292.5,44.0,0.157,16.6,1.74,32.1,563.6,Maïs
Limonneux,7.71,279.2,27.8,0.039,33.0,0.28,33.4,602.9,Sorgho
Argileux,7.03,225.5,5.4,0.266,15.6,1.97,26.5,428.4,Arachide
Salin,7.34,198.0,21.3,0.072,39.2,1.74,34.6,330.7,Arachide
Rocheux,7.85,209.6,59.1,0.232,11.8,0.34,34.5,520.9,Niébé
Rocheux,6.22,211.9,37.1,0.178,6.1,0.24,32.3,386.8,Sésame
Rocheux,7.63,239.5,47.4,0.136,29.3,2.36,38.8,441.1,Manioc
Argileux,6.26,212.9,52.3,0.112,34.4,2.06,30.6,603.7,Sésame
Salin,7.65,271.1,47.2,0.071,31.7,2.23,27.0,101.5,Sésame
Limonneux,5.97,91.3,51.2,0.164,6.4,2.19,40.6,445.6,Gombo
Salin,6.09,253.6,33.5,0.046,33.5,1.06,43.8,449.8,Maïs
Limonneux,6.32,96.5,31.5,0.245,15.9,2.34,35.3,276.0,Manioc
Rocheux,7.49,231.5,41.6,0.206,25.0,1.75,31.4,312.9,Riz pluvial
Argileux,6.66,141.1,59.1,0.209,25.5,2.22,38.0,131.4,Patate douce
Limonneux,6.4,75.9,51.8,0.189,12.3,1.61,26.6,284.1,Manioc
Argileux,7.15,156.7,52.1,0.022,5.3,1.68,44.6,679.3,Sorgho
Sableux,7.84,275.9,56.7,0.138,6.4,0.85,31.7,604.9,Mil
Sableux,5.97,225.7,53.6,0.28,11.6,0.69,30.9,448.6,Patate douce
Sableux,6.11,135.6,49.1,0.256,7.3,1.1,40.4,489.6,Arachide
Sableux,7.78,299.4,57.4,0.287,11.6,0.75,34.8,700.9,Patate douce
Sableux,7.86,191.9,33.6,0.136,27.6,0.69,39.2,761.3,Riz pluvial
Sableux,6.14,74.7,47.3,0.231,19.8,1.12,43.4,168.7,Gombo
Argileux,6.75,259.8,22.7,0.112,38.6,1.79,36.3,275.4,Manioc
Sableux,5.59,151.4,19.4,0.239,6.7,1.07,37.2,363.8,Mil
Limonneux,5.73,269.8,24.8,0.145,35.5,1.27,36.2,698.5,Patate douce
Sableux,6.02,284.4,19.9,0.214,28.9,1.44,28.0,477.8,Mil
Sableux,6.43,289.1,29.0,0.19,10.2,0.66,40.5,609.1,Arachide
Salin,6.33,255.7,24.2,0.18,36.8,1.85,29.7,594.5,Maïs
Argileux,6.65,196.6,54.1,0.12,22.2,2.02,34.6,574.8,Riz pluvial
Rocheux,7.33,283.3,56.6,0.025,12.9,0.75,43.0,347.0,Gombo
Rocheux,6.72,94.8,11.6,0.135,26.5,0.81,37.2,144.3,Maïs
Salin,6.28,92.1,50.6,0.238,21.4,1.23,41.2,151.8,Maïs
Argileux,6.29,184.2,45.4,0.103,13.6,1.52,42.6,222.6,Arachide
Rocheux,7.33,256.4,9.4,0.228,39.8,1.15,36.5,760.8,Sorgho
Limonneux,7.14,253.0,11.0,0.185,27.4,1.84,35.4,451.9,Gombo
Argileux,5.95,155.6,56.1,0.263,11.0,1.57,40.8,223.6,Manioc
Limonneux,7.76,116.1,25.8,0.115,14.9,1.98,26.4,350.7,Arachide
Rocheux,5.56,287.6,19.8,0.059,20.9,0.52,35.5,788.1,Riz pluvial
Sableux,7.12,194.2,34.6,0.131,20.5,2.5,28.1,632.7,Gombo
Salin,6.51,99.5,36.8,0.037,11.1,2.49,36.3,398.2,Sésame
Salin,6.44,148.1,59.1,0.26,26.8,1.77,44.5,500.0,Patate douce
Limonneux,7.8,213.3,23.3,0.293,33.3,2.48,28.6,318.3,Sorgho
Limonneux,6.24,246.0,26.5,0.191,29.7,1.77,27.2,727.2,Arachide
Limonneux,5.86,117.6,21.1,0.095,37.7,1.23,34.9,256.2,Riz pluvial
Rocheux,7.09,105.8,20.0,0.112,18.8,2.41,39.4,283.0,Gombo
Argileux,6.24,150.8,13.9,0.127,31.9,1.66,43.1,751.2,Mil
Argileux,5.56,237.5,50.4,0.269,18.5,1.87,30.6,434.5,Niébé
Rocheux,6.92,112.3,32.3,0.268,29.0,1.12,33.3,674.2,Sésame
Salin,5.99,172.9,48.1,0.026,34.7,1.43,44.6,770.9,Sorgho
Sableux,6.41,100.7,16.8,0.038,25.5,1.73,35.7,256.1,Gombo
Argileux,6.87,240.0,49.3,0.233,33.4,0.79,32.0,396.9,Niébé
Rocheux,7.09,128.1,6.2,0.279,14.8,0.78,33.2,425.4,Arachide
Sableux,6.79,148.4,16.0,0.248,37.8,0.64,26.4,123.7,Gombo
Argileux,6.26,64.3,57.5,0.273,34.6,0.4,41.9,141.0,Arachide
Salin,6.29,141.4,45.3,0.072,23.5,0.25,34.5,168.1,Riz pluvial
Rocheux,5.96,248.9,28.9,0.134,14.8,0.62,38.0,364.8,Mil
Argileux,6.3,89.1,26.0,0.245,23.2,0.74,31.1,612.1,Sorgho
Limonneux,6.97,246.7,36.0,0.08,15.3,0.8,31.2,541.6,Manioc
Salin,7.01,231.0,18.5,0.167,33.3,1.35,40.0,264.7,Sésame
Argileux,7.77,244.9,14.3,0.227,18.6,0.75,28.6,675.0,Sorgho
Sableux,6.57,121.8,24.8,0.027,31.2,2.43,28.2,782.9,Riz pluvial
Limonneux,6.63,60.5,36.0,0.25,35.6,0.53,37.5,717.3,Riz pluvial
Salin,7.4,275.1,5.3,0.21,11.2,0.82,28.2,226.2,Mil
Limonneux,7.19,90.1,49.0,0.193,11.3,1.66,44.2,786.2,Patate douce
Sableux,7.88,96.2,20.5,0.191,9.9,1.44,26.0,596.5,Gombo
Sableux,6.61,165.0,28.8,0.232,39.0,2.47,37.7,206.4,Sorgho
Sableux,7.26,170.5,52.3,0.082,36.5,2.37,31.3,539.6,Gombo
Sableux,7.79,73.8,32.6,0.125,21.4,1.78,31.3,160.9,Maïs
Argileux,7.56,111.8,53.9,0.26,14.6,1.25,28.1,350.9,Arachide
Salin,6.87,214.6,8.2,0.09,38.8,2.16,31.6,297.0,Sésame
Limonneux,6.98,280.6,48.5,0.299,28.7,0.87,42.9,188.4,Arachide
Limonneux,6.64,192.3,20.7,0.185,11.8,1.59,34.4,461.6,Manioc
