soil_type,soil_pH,temperature,humidity,organic_carbon,sodium,potassium,nitrogen,phosphorus,Soil_Quality,Disease
Arenosol,6.69,41.2,39.4,0.609,17.9,107.8,0.0383,11.0,1.19,Rhizoctonia root rot
Arenosol,6.04,29.7,31.6,0.668,7.7,174.2,0.0316,14.2,1.275,Fusarium wilt
Plinthosol,5.8,38.1,29.2,0.436,7.1,191.8,0.0339,8.8,1.131,Charcoal rot
Lixisol,6.39,29.4,27.9,0.505,15.5,63.4,0.029,9.2,1.109,Root-knot nematodes
Arenosol,6.47,35.4,27.9,0.769,16.9,149.6,0.0268,9.0,1.165,Fusarium wilt
Arenosol,6.27,30.4,28.2,0.354,17.3,176.5,0.0284,3.1,0.992,Root-knot nematodes
Arenosol,7.0,37.4,36.8,0.91,5.4,123.1,0.0318,12.4,1.229,Fusarium wilt
Arenosol,5.0,39.1,14.8,0.353,15.1,158.5,0.033,13.6,1.085,Fusarium wilt
Vertisol,5.39,36.4,22.9,0.456,7.9,131.2,0.0408,8.8,1.138,Rhizoctonia root rot
Lixisol,5.7,44.8,20.5,0.454,12.2,146.8,0.039,6.4,1.126,Fusarium wilt
Arenosol,5.65,40.7,19.5,0.701,13.4,54.8,0.0484,5.9,1.245,Fusarium wilt
Lixisol,6.2,42.0,20.6,0.872,15.8,51.4,0.038,8.2,1.279,Rhizoctonia root rot
Lixisol,5.0,38.2,35.0,0.81,16.9,90.8,0.0243,8.8,1.105,Root-knot nematodes
Arenosol,6.13,36.2,33.2,0.786,10.3,86.6,0.0318,6.0,1.194,Root-knot nematodes
Arenosol,5.7,39.6,25.7,0.718,19.5,60.8,0.0394,11.7,1.277,Rhizoctonia root rot
Arenosol,5.77,32.3,24.5,0.875,12.9,151.0,0.0405,4.0,1.235,Fusarium wilt
Lixisol,5.93,31.4,26.0,0.45,16.0,197.5,0.021,6.7,1.043,Root-knot nematodes
Lixisol,6.52,39.8,22.9,0.844,14.8,87.0,0.0386,13.7,1.316,Fusarium wilt
Arenosol,6.03,35.4,24.3,0.759,19.0,84.9,0.0355,8.3,1.249,Root-knot nematodes
Plinthosol,6.16,33.1,16.9,0.404,12.3,93.4,0.032,14.9,1.196,Pythium damping-off
Arenosol,5.0,32.3,34.6,0.828,5.4,166.6,0.025,3.0,1.039,Root-knot nematodes
Arenosol,6.39,30.5,17.9,0.571,5.4,197.1,0.0391,6.3,1.15,Fusarium wilt
Arenosol,6.34,42.3,37.1,0.805,14.8,194.8,0.0453,7.9,1.285,Pythium damping-off
Arenosol,6.76,28.9,35.6,0.643,19.4,149.7,0.0281,12.0,1.146,Root-knot nematodes
Arenosol,6.44,30.3,24.5,0.662,10.5,126.3,0.0271,9.9,1.149,Root-knot nematodes
Arenosol,5.58,37.2,15.8,0.691,5.3,73.5,0.0246,9.8,1.143,Rhizoctonia root rot
Arenosol,5.1,30.0,27.8,0.418,13.0,115.3,0.0281,3.1,0.945,Root-knot nematodes
Regosol,7.0,44.7,23.2,0.322,11.2,51.6,0.0471,3.2,1.022,Fusarium wilt
Lixisol,6.3,31.8,12.8,0.894,12.1,120.5,0.0356,4.9,1.217,Fusarium wilt
Vertisol,5.81,43.2,21.6,0.729,14.3,172.2,0.0358,3.5,1.161,Root-knot nematodes
Plinthosol,5.31,29.8,35.5,0.571,17.6,90.3,0.0262,9.1,1.081,Root-knot nematodes
Arenosol,5.98,37.2,33.9,0.372,15.5,139.1,0.0201,12.5,1.097,Charcoal rot
Regosol,5.98,38.6,31.5,0.693,8.7,148.3,0.0409,14.0,1.338,Pythium damping-off
Arenosol,6.0,43.5,17.6,0.866,13.8,79.5,0.0286,9.0,1.251,Rhizoctonia root rot
Arenosol,5.35,34.2,36.1,0.546,16.0,187.4,0.0397,7.1,1.132,Root-knot nematodes
Plinthosol,5.38,38.8,10.8,0.593,8.5,80.2,0.0408,14.8,1.259,Fusarium wilt
Plinthosol,6.04,39.2,17.9,0.428,11.3,108.5,0.0413,12.1,1.233,Fusarium wilt
Arenosol,5.89,44.5,24.6,0.528,15.9,179.5,0.0273,9.5,1.137,Fusarium wilt
Arenosol,6.45,38.8,35.3,0.939,7.3,144.1,0.0499,6.5,1.322,Root-knot nematodes
Lixisol,6.06,44.0,19.1,0.316,16.4,154.6,0.0494,4.3,1.143,Charcoal rot
Plinthosol,5.56,31.6,16.1,0.995,14.9,181.5,0.0329,10.4,1.29,Rhizoctonia root rot
Arenosol,5.63,32.7,25.0,0.824,7.9,70.4,0.0361,13.3,1.304,Fusarium wilt
Arenosol,5.74,35.6,27.6,0.263,6.9,191.4,0.0374,8.0,1.084,Rhizoctonia root rot
Plinthosol,5.55,30.0,24.1,0.557,5.1,171.8,0.0257,4.8,1.039,Pythium damping-off
Arenosol,6.18,38.9,24.2,0.396,18.9,66.5,0.0306,11.9,1.143,Fusarium wilt
Lixisol,6.31,38.8,10.2,0.221,16.3,61.9,0.0212,10.1,0.998,Fusarium wilt
Plinthosol,6.26,43.3,11.8,0.522,6.9,176.4,0.0226,14.0,1.152,Fusarium wilt
Arenosol,5.5,36.1,35.3,0.92,11.4,75.8,0.0365,11.9,1.303,Pythium damping-off
Arenosol,5.42,30.5,26.7,0.979,19.9,180.3,0.0417,10.2,1.322,Fusarium wilt
Regosol,5.66,28.1,18.4,0.671,13.4,162.1,0.0472,9.3,1.274,Fusarium wilt
Vertisol,6.26,43.7,32.5,0.785,13.6,192.1,0.0224,13.7,1.227,Root-knot nematodes
Arenosol,6.46,40.7,17.3,0.642,15.1,185.1,0.0368,13.0,1.24,Rhizoctonia root rot
Arenosol,5.86,38.1,20.1,0.715,6.6,108.8,0.0427,10.4,1.296,Root-knot nematodes
Arenosol,6.36,29.3,31.7,0.79,9.1,58.0,0.0326,11.7,1.252,Root-knot nematodes
Arenosol,6.1,42.4,13.9,0.335,8.1,174.8,0.049,12.9,1.256,Fusarium wilt
Lixisol,5.97,28.9,15.4,0.27,17.5,148.0,0.0477,8.7,1.179,Root-knot nematodes
Arenosol,6.56,31.8,31.6,0.706,15.3,76.9,0.03,5.8,1.114,Fusarium wilt
Lixisol,6.53,39.4,38.5,0.96,10.7,144.0,0.041,10.0,1.315,Root-knot nematodes
Arenosol,6.02,32.0,25.6,0.527,16.2,190.7,0.021,10.3,1.119,Root-knot nematodes
Arenosol,5.24,32.2,15.7,0.873,9.6,197.2,0.0314,3.6,1.122,Rhizoctonia root rot
Arenosol,6.37,35.8,28.7,0.294,14.4,159.0,0.0325,10.5,1.086,Charcoal rot
Arenosol,5.87,34.3,38.7,0.754,14.1,77.5,0.0215,8.3,1.153,Fusarium wilt
Arenosol,5.51,28.7,13.4,0.211,8.4,166.4,0.0456,7.6,1.089,Root-knot nematodes
Plinthosol,6.6,34.0,35.4,0.27,15.3,106.2,0.0319,10.5,1.053,Rhizoctonia root rot
Arenosol,5.87,31.4,37.8,0.772,12.8,66.2,0.0385,14.0,1.336,Rhizoctonia root rot
Arenosol,6.59,33.3,10.2,0.367,10.9,66.6,0.0436,3.3,1.057,Rhizoctonia root rot
Regosol,5.64,36.1,31.2,0.896,7.6,89.7,0.0396,5.6,1.245,Pythium damping-off
Arenosol,5.64,36.3,32.3,0.988,10.2,141.9,0.0229,3.5,1.145,Rhizoctonia root rot
Arenosol,5.84,32.5,28.9,0.747,14.1,155.8,0.0269,14.6,1.264,Root-knot nematodes
Arenosol,6.64,44.4,11.7,0.942,19.2,60.7,0.0453,7.1,1.285,Pythium damping-off
Lixisol,6.29,39.5,14.0,0.753,11.8,75.7,0.0441,11.8,1.319,Rhizoctonia root rot
Regosol,5.97,30.6,20.7,0.357,10.5,148.9,0.0263,4.0,1.016,Charcoal rot
Arenosol,6.4,34.8,35.5,0.961,7.8,64.2,0.0331,10.3,1.284,Pythium damping-off
Arenosol,6.54,41.5,36.2,0.493,17.0,145.1,0.042,10.2,1.182,Pythium damping-off
Arenosol,6.49,42.4,38.9,0.729,13.5,69.5,0.0494,9.4,1.292,Root-knot nematodes
Arenosol,5.51,38.1,19.3,0.268,8.3,57.3,0.0379,9.8,1.089,Charcoal rot
Lixisol,5.45,33.3,30.7,0.791,5.2,58.1,0.0261,10.0,1.172,Pythium damping-off
Arenosol,6.36,44.5,34.5,0.434,16.6,94.2,0.0397,7.3,1.13,Root-knot nematodes
Plinthosol,6.54,34.7,11.1,0.557,17.6,191.4,0.0234,7.3,1.051,Charcoal rot
Lixisol,5.77,37.6,34.4,0.785,8.1,55.9,0.0405,10.9,1.301,Rhizoctonia root rot
Arenosol,5.88,32.0,14.3,0.585,14.2,126.8,0.0406,13.9,1.293,Root-knot nematodes
Arenosol,6.55,35.8,36.8,0.971,15.8,190.6,0.0246,11.8,1.241,Pythium damping-off
Plinthosol,5.13,29.9,22.5,0.347,6.0,115.1,0.0405,11.7,1.116,Root-knot nematodes
Plinthosol,5.42,40.0,23.7,0.504,19.2,157.1,0.0443,12.9,1.23,Fusarium wilt
Plinthosol,5.8,35.8,12.8,0.778,10.4,56.7,0.0213,6.0,1.12,Rhizoctonia root rot
Arenosol,6.62,37.7,30.7,0.486,17.3,186.9,0.0395,4.9,1.086,Charcoal rot
Arenosol,6.41,44.3,24.8,0.973,13.4,176.3,0.0267,4.7,1.174,Rhizoctonia root rot
Arenosol,6.75,44.0,38.8,0.489,18.5,93.2,0.0338,14.4,1.166,Charcoal rot
Arenosol,6.13,38.4,26.9,0.618,19.6,175.5,0.0206,5.2,1.065,Charcoal rot
Regosol,5.33,34.6,37.7,0.327,15.2,149.8,0.0355,7.1,1.039,Fusarium wilt
Arenosol,5.14,43.8,15.7,0.538,14.1,112.3,0.0316,3.1,1.007,Root-knot nematodes
Arenosol,7.0,34.4,36.9,0.761,11.0,138.7,0.0318,7.6,1.12,Root-knot nematodes
Lixisol,5.95,29.9,12.1,0.799,12.2,106.2,0.0236,13.3,1.254,Charcoal rot
Arenosol,5.67,34.8,11.7,0.244,5.7,196.7,0.0393,8.9,1.095,Fusarium wilt
Arenosol,6.14,33.9,22.1,0.646,18.4,112.3,0.0401,3.4,1.165,Fusarium wilt
Arenosol,5.95,31.6,34.6,0.692,9.2,122.9,0.0385,14.5,1.327,Pythium damping-off
Lixisol,5.43,38.0,12.9,0.779,15.9,125.4,0.0482,7.3,1.264,Fusarium wilt
Arenosol,5.32,28.9,12.3,0.748,8.5,111.7,0.0324,5.0,1.118,Root-knot nematodes
Lixisol,5.0,32.7,27.7,0.365,11.6,132.1,0.034,6.2,0.996,Pythium damping-off
Arenosol,6.61,32.4,20.1,0.696,13.8,114.4,0.0444,3.4,1.16,Fusarium wilt
Arenosol,5.0,29.1,26.6,0.693,17.7,132.8,0.0347,5.2,1.085,Root-knot nematodes
Plinthosol,6.28,33.9,39.7,0.748,11.3,100.5,0.0291,10.3,1.208,Root-knot nematodes
Arenosol,7.0,34.3,39.5,0.396,18.0,96.0,0.0443,5.6,1.059,Root-knot nematodes
Arenosol,6.35,44.5,22.2,0.592,7.1,82.1,0.0264,14.5,1.194,Fusarium wilt
Arenosol,5.85,33.5,15.8,0.656,15.8,90.1,0.0242,7.5,1.128,Pythium damping-off
Vertisol,5.9,29.4,17.5,0.332,6.9,153.4,0.0424,5.0,1.111,Charcoal rot
Lixisol,5.7,40.8,24.2,0.964,10.3,158.4,0.0333,10.7,1.301,Root-knot nematodes
Arenosol,6.52,36.0,28.9,0.981,19.4,111.0,0.0451,12.8,1.384,Pythium damping-off
Lixisol,5.63,39.4,36.2,0.993,11.4,70.6,0.0254,6.2,1.196,Root-knot nematodes
Arenosol,6.35,32.1,14.9,0.553,17.1,59.4,0.0288,13.4,1.183,Fusarium wilt
Arenosol,5.74,38.6,14.6,0.361,12.5,173.0,0.0486,4.1,1.129,Rhizoctonia root rot
Arenosol,5.96,38.9,33.6,0.323,12.7,186.7,0.0216,11.3,1.073,Root-knot nematodes
Arenosol,5.84,42.3,16.8,0.547,14.1,122.8,0.0486,14.9,1.338,Rhizoctonia root rot
Lixisol,6.06,39.7,10.1,0.643,16.0,57.0,0.0224,7.4,1.121,Rhizoctonia root rot
Arenosol,5.63,41.0,39.0,0.206,19.4,184.6,0.0241,12.1,1.03,Charcoal rot
Regosol,5.22,41.6,31.1,0.52,10.1,146.8,0.0306,3.5,1.008,Pythium damping-off
Lixisol,6.43,34.5,27.0,0.529,7.2,175.9,0.0284,5.6,1.061,Charcoal rot
Plinthosol,6.25,32.5,19.1,0.453,7.6,159.6,0.0446,10.2,1.215,Fusarium wilt
Vertisol,6.96,29.6,21.0,0.829,7.8,55.2,0.0415,9.9,1.234,Fusarium wilt
Arenosol,5.61,35.3,37.8,0.661,14.7,149.1,0.035,9.7,1.198,Root-knot nematodes
Arenosol,6.07,35.0,36.6,0.738,11.2,51.0,0.0274,4.1,1.133,Fusarium wilt
Arenosol,5.79,36.1,12.2,0.278,7.7,149.1,0.03,12.9,1.115,Charcoal rot
Arenosol,5.84,39.1,24.4,0.336,7.1,196.6,0.0287,14.8,1.155,Fusarium wilt
Lixisol,5.6,37.2,12.6,0.638,8.0,52.6,0.0242,8.6,1.112,Rhizoctonia root rot
Arenosol,6.3,29.4,33.9,0.858,9.5,190.2,0.0279,4.4,1.153,Rhizoctonia root rot
Plinthosol,6.5,40.3,28.3,0.292,17.2,64.7,0.042,5.6,1.064,Charcoal rot
Plinthosol,7.0,39.3,28.1,0.348,8.6,192.3,0.0357,14.0,1.105,Charcoal rot
Arenosol,6.42,37.0,17.0,0.337,7.9,156.7,0.0366,12.2,1.142,Charcoal rot
Lixisol,5.5,40.0,21.1,0.398,19.6,152.3,0.0247,3.2,0.961,Charcoal rot
Arenosol,6.7,30.4,26.6,0.938,8.4,156.1,0.0492,4.7,1.269,Pythium damping-off
Arenosol,5.94,30.5,19.2,0.822,7.0,94.4,0.0359,13.8,1.341,Rhizoctonia root rot
Arenosol,5.91,35.5,33.2,0.44,10.8,100.2,0.0484,8.6,1.228,Root-knot nematodes
Arenosol,6.55,35.9,15.1,0.605,14.6,173.7,0.0211,8.4,1.065,Root-knot nematodes
Arenosol,5.89,29.7,20.8,0.847,15.6,149.3,0.0429,4.3,1.258,Root-knot nematodes
Arenosol,5.62,39.0,33.1,0.372,19.2,65.9,0.0266,7.8,1.037,Fusarium wilt
Regosol,5.62,42.2,14.9,0.721,7.5,112.3,0.0263,4.8,1.101,Charcoal rot
Arenosol,5.97,42.5,22.9,0.513,6.8,115.9,0.0402,5.0,1.159,Rhizoctonia root rot
Arenosol,5.37,43.1,37.0,0.574,9.6,191.5,0.03,9.0,1.111,Root-knot nematodes
Arenosol,5.85,42.9,17.4,0.254,11.3,100.3,0.0481,6.4,1.135,Rhizoctonia root rot
Arenosol,6.25,36.5,31.4,0.442,5.4,182.2,0.0483,6.9,1.19,Pythium damping-off
Lixisol,7.0,33.2,26.9,0.581,9.1,175.6,0.0212,10.2,1.038,Root-knot nematodes
Plinthosol,5.71,38.1,28.7,0.232,13.5,82.9,0.0481,4.0,1.082,Rhizoctonia root rot
Vertisol,5.72,35.0,12.7,0.399,15.8,65.8,0.0307,4.9,1.04,Charcoal rot
Arenosol,6.06,35.6,10.1,0.284,15.9,90.7,0.041,3.4,1.071,Charcoal rot
Arenosol,6.23,43.4,39.2,0.969,18.1,129.8,0.0374,9.8,1.322,Rhizoctonia root rot
Arenosol,5.79,39.3,22.0,0.866,8.4,110.5,0.0441,12.8,1.375,Root-knot nematodes
Vertisol,5.71,28.4,13.5,0.831,11.8,100.1,0.0408,10.9,1.311,Charcoal rot
Plinthosol,6.35,42.8,36.3,0.938,12.3,119.4,0.0354,5.9,1.237,Pythium damping-off
Regosol,5.76,36.7,33.9,0.797,14.4,70.3,0.0466,9.7,1.325,Fusarium wilt
Lixisol,5.2,43.0,12.8,0.22,12.5,197.1,0.0321,4.4,0.938,Fusarium wilt
Arenosol,6.5,42.2,10.5,0.401,14.2,187.6,0.0493,3.7,1.115,Fusarium wilt
Arenosol,6.08,36.3,27.7,0.304,7.7,84.7,0.0437,10.7,1.188,Fusarium wilt
Arenosol,6.57,29.8,19.5,0.834,13.2,117.8,0.0286,10.7,1.207,Fusarium wilt
Arenosol,6.27,44.8,24.1,0.496,7.8,121.5,0.0301,7.9,1.107,Charcoal rot
Vertisol,6.03,31.6,21.8,0.683,11.6,156.2,0.049,5.6,1.27,Root-knot nematodes
Arenosol,5.87,33.3,33.1,0.25,16.2,164.0,0.0451,6.4,1.118,Rhizoctonia root rot
Arenosol,6.13,38.1,29.2,0.314,16.9,93.5,0.0262,10.9,1.084,Pythium damping-off
Arenosol,5.0,30.5,35.6,0.951,11.1,162.2,0.0448,3.8,1.205,Root-knot nematodes
Regosol,6.24,37.5,34.0,0.916,18.8,74.1,0.0344,8.9,1.275,Pythium damping-off
Regosol,7.0,36.9,35.3,0.611,7.8,171.8,0.0379,15.0,1.21,Fusarium wilt
Arenosol,5.49,38.0,20.0,0.762,6.2,138.5,0.0347,6.6,1.174,Charcoal rot
Regosol,5.69,40.3,38.4,0.86,9.0,93.6,0.0377,8.7,1.269,Fusarium wilt
Plinthosol,6.76,44.5,18.3,0.232,15.8,87.1,0.0438,7.9,1.062,Charcoal rot
Plinthosol,6.08,32.9,21.6,0.567,11.8,51.9,0.0495,14.4,1.351,Pythium damping-off
Arenosol,7.0,30.2,36.2,0.687,15.2,63.3,0.0418,3.7,1.106,Rhizoctonia root rot
Lixisol,5.9,32.0,34.6,0.508,12.9,77.1,0.0296,8.7,1.135,Pythium damping-off
Regosol,6.9,32.0,20.6,0.931,6.7,59.1,0.0247,6.3,1.122,Rhizoctonia root rot
Arenosol,6.04,28.0,16.9,0.64,5.7,85.6,0.0421,14.0,1.328,Charcoal rot
Regosol,7.0,38.1,30.5,0.823,13.4,104.0,0.0233,5.2,1.056,Pythium damping-off
Arenosol,6.5,41.4,12.6,0.76,14.5,133.2,0.0272,3.7,1.091,Fusarium wilt
Arenosol,6.03,28.4,20.2,0.249,18.2,136.5,0.0379,14.0,1.185,Root-knot nematodes
Lixisol,5.35,44.6,25.9,0.819,9.2,141.6,0.0446,3.9,1.201,Fusarium wilt
Arenosol,5.0,30.8,39.6,0.919,14.9,160.8,0.0239,4.1,1.074,Root-knot nematodes
Regosol,5.56,36.6,10.7,0.298,5.8,87.4,0.0432,5.1,1.074,Fusarium wilt
Vertisol,5.94,41.5,11.5,0.769,6.0,70.8,0.0424,10.9,1.324,Rhizoctonia root rot
Arenosol,5.16,40.6,17.2,0.511,13.0,126.3,0.0322,5.1,1.031,Fusarium wilt
Arenosol,6.14,42.4,14.4,0.519,17.0,101.2,0.0324,8.8,1.154,Rhizoctonia root rot
Arenosol,6.17,41.9,22.4,0.483,11.9,129.6,0.0454,14.5,1.293,Fusarium wilt
Arenosol,6.02,31.7,14.9,0.528,17.5,199.4,0.0239,8.6,1.114,Fusarium wilt
Plinthosol,6.32,34.3,18.0,0.391,5.0,182.6,0.0201,9.6,1.034,Fusarium wilt
Plinthosol,5.29,37.9,17.1,0.944,18.7,66.7,0.0471,10.4,1.332,Fusarium wilt
Arenosol,6.68,44.3,19.5,0.564,15.0,178.5,0.0421,6.0,1.133,Charcoal rot
Plinthosol,5.62,34.1,22.0,0.287,6.2,82.4,0.0238,7.5,0.991,Charcoal rot
Plinthosol,6.14,38.6,26.5,0.615,17.1,75.9,0.0449,6.4,1.226,Rhizoctonia root rot
Arenosol,6.14,33.7,35.5,0.319,5.8,156.4,0.0291,4.7,1.019,Pythium damping-off
Regosol,6.73,38.4,32.8,0.48,11.6,147.3,0.0291,3.4,0.991,Root-knot nematodes
Arenosol,5.69,36.6,30.6,0.753,8.1,186.4,0.0246,4.7,1.105,Rhizoctonia root rot
Lixisol,6.6,32.5,12.9,0.983,12.4,107.3,0.038,12.8,1.333,Charcoal rot
Regosol,5.68,36.8,20.0,0.885,17.0,92.5,0.0481,8.5,1.336,Rhizoctonia root rot
Regosol,5.75,43.4,31.3,0.934,17.7,122.2,0.0392,5.3,1.261,Pythium damping-off
Arenosol,5.3,37.8,36.9,0.398,10.2,189.7,0.0488,7.6,1.144,Pythium damping-off
Lixisol,5.75,29.1,35.9,0.517,17.6,194.8,0.0421,4.8,1.146,Fusarium wilt
Arenosol,5.74,43.8,25.0,0.805,12.7,172.3,0.0407,10.0,1.293,Fusarium wilt
Regosol,6.02,36.9,26.2,0.917,11.2,61.3,0.0499,14.4,1.465,Fusarium wilt
Lixisol,6.77,34.1,23.8,0.38,9.5,133.6,0.0206,9.1,0.982,Fusarium wilt
Arenosol,5.89,40.1,15.9,0.695,6.3,87.2,0.0348,12.4,1.272,Fusarium wilt
Regosol,6.49,29.4,11.8,0.895,5.3,119.4,0.0342,4.7,1.188,Root-knot nematodes
Arenosol,5.52,39.9,17.0,0.249,16.7,86.2,0.0311,9.8,1.044,Fusarium wilt
Vertisol,5.92,35.1,28.4,0.438,5.0,96.0,0.0315,11.0,1.16,Fusarium wilt
Arenosol,5.87,28.1,37.4,0.64,10.7,196.3,0.042,6.1,1.213,Root-knot nematodes
Arenosol,6.12,33.9,21.6,0.85,10.8,158.9,0.0299,12.5,1.289,Root-knot nematodes
Plinthosol,6.87,33.2,34.1,0.609,20.0,92.9,0.033,15.0,1.194,Pythium damping-off
Lixisol,6.39,38.9,20.6,0.923,12.7,83.2,0.0243,10.1,1.218,Fusarium wilt
Arenosol,5.51,29.4,25.9,0.8,15.0,101.6,0.0493,12.0,1.347,Root-knot nematodes
Plinthosol,6.27,42.7,19.7,0.551,17.3,111.2,0.0376,7.1,1.159,Fusarium wilt
Arenosol,6.03,30.2,23.2,0.677,13.7,166.7,0.0203,12.2,1.185,Rhizoctonia root rot
Lixisol,5.95,43.7,25.7,0.697,12.1,131.8,0.0333,6.9,1.196,Pythium damping-off
Arenosol,6.23,31.0,27.3,0.597,19.8,193.3,0.0226,3.0,1.032,Fusarium wilt
Arenosol,5.32,37.8,26.4,0.595,15.9,61.8,0.0424,4.3,1.123,Root-knot nematodes
Arenosol,5.46,29.3,23.6,0.694,19.1,176.8,0.0446,5.5,1.196,Root-knot nematodes
Plinthosol,6.34,40.5,39.3,0.454,10.2,140.4,0.0457,11.3,1.228,Pythium damping-off
Arenosol,5.92,38.8,31.3,0.536,6.4,105.9,0.0228,3.3,1.034,Fusarium wilt
Regosol,5.88,30.0,28.2,0.384,15.7,65.6,0.028,3.1,1.012,Rhizoctonia root rot
Plinthosol,5.88,36.9,21.1,0.583,9.8,83.8,0.0478,4.4,1.208,Pythium damping-off
Vertisol,5.46,29.6,11.7,0.269,11.0,181.1,0.0218,8.5,0.972,Root-knot nematodes
Arenosol,5.91,32.8,20.7,0.996,12.8,56.8,0.0224,8.7,1.242,Rhizoctonia root rot
Lixisol,6.55,32.5,10.2,0.822,12.4,174.2,0.0216,6.3,1.105,Fusarium wilt
Arenosol,5.45,40.4,35.3,0.671,14.7,93.6,0.0497,9.1,1.265,Root-knot nematodes
Vertisol,6.21,30.2,23.1,0.321,7.7,87.0,0.0408,3.9,1.073,Rhizoctonia root rot
Arenosol,5.65,44.4,33.8,0.573,19.8,61.2,0.036,8.1,1.161,Charcoal rot
Vertisol,6.62,32.7,38.6,0.775,14.3,126.5,0.0297,8.3,1.159,Fusarium wilt
Arenosol,6.4,35.4,14.1,0.409,5.0,51.5,0.0375,8.8,1.124,Fusarium wilt
Plinthosol,6.21,43.1,18.2,0.497,12.8,90.7,0.0323,4.5,1.082,Charcoal rot
Arenosol,5.06,35.1,40.0,0.317,14.6,71.4,0.0357,11.0,1.062,Charcoal rot
Arenosol,5.51,44.7,20.3,0.656,15.6,83.2,0.0361,11.7,1.221,Rhizoctonia root rot
Arenosol,6.17,32.8,19.0,0.722,8.7,96.4,0.033,14.3,1.288,Fusarium wilt
Plinthosol,5.0,35.3,20.1,0.937,5.8,74.0,0.0479,9.5,1.295,Rhizoctonia root rot
Arenosol,6.35,32.9,38.3,0.404,16.2,188.9,0.0229,3.7,0.973,Root-knot nematodes
Regosol,6.61,41.6,27.6,0.975,20.0,157.8,0.0287,8.4,1.217,Pythium damping-off
Lixisol,6.46,44.7,24.8,0.204,11.1,103.0,0.049,6.0,1.089,Root-knot nematodes
Arenosol,5.85,29.8,28.6,0.533,19.9,138.4,0.0494,8.5,1.254,Pythium damping-off
Arenosol,5.99,38.2,21.5,0.259,5.2,184.4,0.0462,12.9,1.226,Pythium damping-off
Arenosol,5.55,34.2,20.5,0.684,11.2,56.8,0.0237,9.8,1.132,Pythium damping-off
Arenosol,6.42,41.6,32.0,0.709,17.6,54.5,0.021,14.0,1.184,Pythium damping-off
Vertisol,5.67,36.4,26.4,0.757,15.6,127.2,0.0481,10.2,1.319,Rhizoctonia root rot
Vertisol,5.44,35.3,29.0,0.388,5.7,125.3,0.0439,5.9,1.101,Root-knot nematodes
Lixisol,5.63,30.8,21.9,0.249,5.2,155.0,0.0219,11.3,1.02,Root-knot nematodes
Arenosol,6.12,34.9,32.0,0.737,10.0,185.3,0.0332,4.8,1.172,Rhizoctonia root rot
Arenosol,5.94,40.7,19.0,0.349,16.8,84.8,0.0306,5.7,1.058,Charcoal rot
Lixisol,6.72,37.8,12.9,0.662,7.1,59.9,0.0433,8.6,1.201,Pythium damping-off
Plinthosol,5.22,43.4,27.6,0.358,18.9,57.4,0.0214,8.6,0.973,Fusarium wilt
Arenosol,5.94,33.4,27.5,0.821,9.5,169.6,0.0283,7.2,1.206,Rhizoctonia root rot
Lixisol,6.72,35.6,32.3,0.671,12.8,70.6,0.0389,10.5,1.202,Root-knot nematodes
Vertisol,5.33,30.9,26.2,0.444,16.7,181.2,0.0204,3.3,0.932,Fusarium wilt
Arenosol,5.65,35.3,12.8,0.352,11.7,134.3,0.0267,14.5,1.123,Charcoal rot
Lixisol,5.6,41.8,13.8,0.645,14.7,70.4,0.0365,9.9,1.205,Pythium damping-off
Plinthosol,5.31,30.8,39.9,0.236,5.6,103.0,0.0217,6.7,0.922,Pythium damping-off
Arenosol,5.82,43.9,39.8,0.816,10.1,100.4,0.0311,6.7,1.202,Pythium damping-off
Arenosol,6.08,39.6,38.0,0.774,9.7,107.1,0.0371,13.8,1.331,Fusarium wilt
Lixisol,6.58,44.5,23.6,0.722,16.6,161.3,0.0224,10.1,1.128,Rhizoctonia root rot
Arenosol,5.25,44.8,33.1,0.723,14.3,67.4,0.0369,11.0,1.21,Rhizoctonia root rot
Plinthosol,5.74,40.7,33.0,0.556,17.2,162.6,0.0407,9.2,1.208,Fusarium wilt
Arenosol,5.86,37.2,30.3,0.869,11.5,53.2,0.0251,5.8,1.175,Pythium damping-off
Arenosol,6.7,41.6,32.9,0.37,11.1,172.8,0.0275,13.1,1.081,Root-knot nematodes
Arenosol,6.09,44.8,31.9,0.535,16.5,92.0,0.0283,3.1,1.062,Rhizoctonia root rot
Arenosol,6.27,31.6,17.0,0.834,17.9,103.5,0.0432,14.6,1.377,Rhizoctonia root rot
Lixisol,5.86,29.1,12.0,0.522,9.2,63.2,0.0303,7.8,1.129,Fusarium wilt
Arenosol,5.91,33.9,33.0,0.746,15.1,131.4,0.0382,11.7,1.3,Fusarium wilt
Lixisol,6.48,44.9,16.5,0.589,16.0,155.4,0.029,7.8,1.107,Fusarium wilt
Arenosol,5.05,28.2,32.6,0.765,6.4,109.0,0.0255,9.3,1.111,Root-knot nematodes
Lixisol,6.43,29.9,20.7,0.535,7.7,86.1,0.0339,7.0,1.114,Root-knot nematodes
Plinthosol,6.02,43.7,14.2,0.454,17.6,129.3,0.0249,10.6,1.126,Rhizoctonia root rot
Plinthosol,5.84,40.2,12.1,0.362,7.7,143.2,0.0262,4.2,1.006,Charcoal rot
Plinthosol,5.0,37.5,17.5,0.901,15.1,128.4,0.037,10.4,1.231,Root-knot nematodes
