pH,N,P,K,humidite,texture_du_sol,culture
6.17,30.13,19.53,84.12,24.97,sablo-argileux,niebe
5.77,28.8,19.81,73.03,28.84,sablo-argileux,mil
6.14,47.55,10.96,78.84,10.17,sablo-argileux,mil
7.01,48.73,26.32,106.69,16.61,sablo-argileux,sorgho
7.12,52.03,15.24,117.64,32.56,sablo-argileux,sorgho
6.12,23.42,13.02,67.79,19.41,sableux,niebe
5.54,32.28,11.55,61.43,20.83,sableux,mil
6.48,25.4,12.62,113.25,26.35,sablo-argileux,mil
6.64,44.31,29.08,81.06,17.29,sablo-argileux,sorgho
5.68,33.2,33.68,77.75,16.44,sablo-limoneux,arachide
6.17,65.34,20.91,107.38,42.37,argileux,riz
5.65,31.71,11.55,102.49,10.87,sableux,mil
5.75,50.25,38.62,81.04,52.45,limoneux,riz
6.61,31.0,13.83,54.04,19.5,sablo-argileux,niebe
6.2,24.68,19.94,75.52,18.7,sablo-argileux,mil
5.82,76.03,25.67,128.76,40.91,limoneux,riz
6.0,47.08,13.28,60.76,20.32,sableux,mil
6.37,50.29,25.74,71.0,30.94,sablo-argileux,sorgho
6.02,21.29,21.63,85.8,18.81,sablo-argileux,niebe
5.84,44.36,21.51,128.64,31.06,limono-argileux,sorgho
7.08,36.47,29.8,70.65,28.55,sablo-argileux,sorgho
6.82,34.8,28.68,75.66,10.17,sablo-argileux,mil
6.05,45.08,21.72,89.56,23.49,sablo-argileux,niebe
7.13,49.98,12.7,92.76,12.35,sableux,niebe
6.81,46.3,25.38,88.62,15.46,limono-argileux,sorgho
6.12,57.08,32.39,104.25,43.69,argileux,riz
6.26,49.37,23.91,62.56,34.91,limoneux,riz
6.0,51.32,49.05,79.88,58.83,limoneux,riz
5.67,46.19,47.16,70.5,61.66,limoneux,riz
5.84,32.77,18.17,56.41,17.1,sablo-limoneux,arachide
6.65,39.12,24.23,94.4,21.19,sableux,niebe
5.61,61.41,36.92,108.69,49.24,argileux,riz
5.68,15.0,31.15,71.12,16.96,sableux,arachide
6.23,30.69,19.79,78.8,17.11,sableux,niebe
6.89,48.76,39.05,77.42,26.6,limono-argileux,sorgho
6.87,22.66,31.85,60.68,20.67,sableux,arachide
5.28,55.84,37.69,114.13,41.23,limoneux,riz
5.51,43.13,14.24,107.26,29.32,sablo-argileux,mil
6.96,24.24,19.19,55.27,20.65,sablo-limoneux,arachide
6.06,63.59,47.47,138.11,68.09,argileux,riz
6.16,38.95,30.9,85.15,15.06,sableux,arachide
6.22,30.72,19.9,78.56,18.62,sableux,mil
5.92,45.91,31.39,122.1,31.59,limoneux,riz
6.27,26.29,22.97,70.98,18.02,sablo-argileux,niebe
6.93,34.3,37.19,112.39,31.57,limono-argileux,sorgho
5.88,36.82,14.77,81.52,22.55,sablo-argileux,mil
6.38,31.42,10.11,86.16,20.32,sablo-argileux,niebe
6.01,39.56,28.1,77.19,27.07,sableux,mil
6.98,39.21,26.23,120.61,24.12,sablo-argileux,sorgho
6.28,76.64,48.15,91.81,31.6,limoneux,riz
5.54,57.7,20.9,101.9,44.22,limoneux,riz
6.1,40.53,29.48,81.63,29.95,sableux,mil
6.18,57.1,24.54,129.58,15.27,limono-argileux,sorgho
6.56,33.49,38.97,104.86,22.05,limono-argileux,sorgho
6.28,30.68,22.16,99.61,14.32,sablo-argileux,niebe
6.33,44.74,11.15,90.53,14.22,sableux,niebe
6.43,32.43,18.18,51.52,19.4,sableux,niebe
6.05,33.68,19.88,68.99,17.48,sableux,mil
6.83,34.94,35.98,123.42,19.33,limono-argileux,sorgho
5.34,56.37,25.08,126.87,66.75,argileux,riz
5.66,28.49,28.79,91.68,18.05,sableux,mil
6.89,20.93,16.07,67.02,13.49,sableux,arachide
6.51,15.91,15.41,42.03,19.3,sableux,arachide
7.03,28.2,11.37,50.31,17.31,sablo-argileux,niebe
5.05,48.29,26.38,68.16,38.33,limoneux,riz
6.07,77.79,36.2,110.69,30.37,argileux,riz
6.47,20.96,21.99,55.46,15.63,sablo-argileux,mil
5.12,77.09,28.96,100.34,60.32,limoneux,riz
6.13,36.54,30.38,81.74,23.69,sablo-limoneux,arachide
6.65,26.82,23.77,67.33,13.58,sableux,niebe
5.89,39.59,21.1,70.26,12.1,sableux,mil
6.16,54.92,22.05,127.67,28.77,limono-argileux,sorgho
5.53,56.48,47.46,123.98,33.33,limoneux,riz
6.11,28.22,17.94,76.82,13.94,sablo-argileux,mil
6.14,57.98,39.22,79.66,18.89,sablo-argileux,sorgho
5.77,41.98,43.87,77.54,58.18,argileux,riz
6.56,43.66,18.26,120.47,32.96,sablo-argileux,sorgho
5.84,43.16,32.45,84.37,21.97,limono-argileux,sorgho
5.61,39.96,18.18,88.61,24.8,sableux,arachide
6.38,52.94,42.74,69.85,65.27,limoneux,riz
6.17,60.71,25.92,140.63,43.81,limoneux,riz
7.38,59.43,27.11,66.13,16.84,limono-argileux,sorgho
6.82,43.74,17.19,85.1,29.09,limono-argileux,sorgho
6.38,59.18,38.98,146.13,32.0,argileux,riz
7.49,52.8,34.39,80.14,18.23,limono-argileux,sorgho
6.89,46.57,24.57,50.01,23.26,sablo-argileux,niebe
5.64,47.91,26.74,117.16,17.18,sableux,mil
6.61,29.53,20.74,68.13,19.97,sableux,niebe
5.8,61.17,47.93,95.53,32.71,argileux,riz
6.65,39.83,18.84,75.84,16.12,sablo-limoneux,arachide
6.93,57.45,15.56,128.41,21.89,limono-argileux,sorgho
5.72,37.72,26.55,56.11,20.1,sablo-limoneux,arachide
6.33,75.9,46.86,66.69,45.76,limoneux,riz
6.56,53.41,20.14,105.74,32.83,limono-argileux,sorgho
6.44,41.22,20.13,62.63,17.45,sablo-argileux,sorgho
6.05,35.62,34.89,84.66,16.35,sableux,arachide
6.73,36.3,28.54,101.88,20.83,limono-argileux,sorgho
6.0,18.86,18.43,74.94,16.27,sableux,arachide
7.36,59.86,21.39,110.35,15.61,sablo-argileux,sorgho
5.65,41.48,22.03,70.62,57.15,argileux,riz
6.9,30.53,15.63,53.03,13.87,sablo-limoneux,arachide
5.9,55.96,28.89,119.6,21.8,limono-argileux,sorgho
5.65,33.86,21.79,101.58,10.36,sablo-argileux,mil
5.54,41.65,46.42,111.4,36.44,limoneux,riz
6.07,35.44,22.65,123.24,28.92,sablo-argileux,sorgho
6.71,24.98,27.49,49.0,23.19,sableux,arachide
6.97,17.28,30.87,84.91,21.24,sableux,arachide
6.83,42.39,22.72,53.25,13.31,sablo-argileux,niebe
6.41,37.0,12.61,89.13,11.88,sableux,mil
6.22,41.87,17.89,105.81,26.28,sablo-argileux,sorgho
6.08,29.32,15.08,90.22,22.68,sablo-argileux,niebe
6.82,48.26,22.87,98.52,11.5,sableux,mil
6.09,24.23,25.03,84.28,29.59,sableux,mil
5.88,53.17,41.55,87.08,53.06,limoneux,riz
6.83,40.68,26.06,79.17,20.32,sableux,mil
6.21,30.22,17.65,53.72,20.67,sableux,arachide
6.64,43.34,22.3,55.66,24.52,sableux,niebe
6.2,26.17,18.73,64.05,20.14,sablo-argileux,niebe
7.18,30.01,25.68,92.77,32.54,limono-argileux,sorgho
5.68,34.16,13.19,88.22,16.28,sableux,mil
6.49,21.89,24.79,91.86,18.48,sableux,niebe
6.16,29.39,22.52,72.48,22.71,sablo-limoneux,arachide
5.81,50.34,30.79,126.14,24.74,limono-argileux,sorgho
6.34,40.48,19.63,59.9,17.81,sableux,niebe
7.03,40.42,16.82,97.0,19.63,sableux,niebe
5.93,21.59,25.22,69.67,12.82,sablo-argileux,mil
5.92,53.3,22.97,74.45,68.53,limoneux,riz
6.39,32.57,19.1,83.36,19.68,sablo-argileux,sorgho
6.33,29.77,14.32,68.91,23.78,sablo-argileux,niebe
5.68,66.32,42.2,99.76,69.02,argileux,riz
7.11,44.14,38.56,80.96,26.71,limono-argileux,sorgho
6.69,42.21,36.74,65.53,27.87,sablo-argileux,sorgho
5.11,77.5,26.34,136.1,57.94,argileux,riz
6.47,20.2,10.01,95.14,13.93,sableux,mil
6.86,44.18,20.98,67.18,29.06,sableux,mil
6.74,25.86,28.95,50.43,19.69,sableux,mil
6.07,26.93,17.72,117.16,11.49,sableux,mil
6.22,27.56,16.04,89.55,17.61,sablo-argileux,mil
7.08,53.99,39.06,91.95,29.97,limono-argileux,sorgho
7.18,32.78,18.81,127.9,31.28,sablo-argileux,sorgho
5.9,26.87,19.65,61.11,14.88,sableux,arachide
6.09,20.87,16.89,68.61,20.33,sableux,arachide
5.79,55.97,41.98,103.09,32.47,argileux,riz
7.18,38.74,35.01,62.83,24.55,limono-argileux,sorgho
6.42,46.28,18.11,65.31,15.86,sableux,niebe
6.45,39.06,20.81,102.69,14.99,sablo-argileux,mil
6.28,32.12,30.0,107.81,14.02,sableux,mil
6.64,52.74,17.75,106.94,33.32,sablo-argileux,sorgho
5.55,29.33,23.06,85.37,17.71,sablo-limoneux,arachide
6.02,28.66,17.44,83.91,21.45,sablo-argileux,niebe
5.97,60.73,44.05,87.3,57.09,argileux,riz
6.36,40.15,20.2,76.25,46.74,limoneux,riz
6.66,40.79,16.26,94.8,19.9,sablo-argileux,niebe
6.63,27.09,25.74,53.1,12.61,sablo-limoneux,arachide
5.79,40.47,43.33,123.28,36.29,argileux,riz
6.89,44.7,21.6,82.64,16.36,sablo-argileux,niebe
6.42,33.1,28.74,93.64,19.21,sablo-argileux,mil
6.41,22.2,12.11,85.04,20.73,sablo-argileux,niebe
5.94,61.76,49.96,77.18,60.29,limoneux,riz
6.96,33.48,11.18,63.48,15.08,sableux,niebe
5.85,71.49,20.18,93.28,34.64,argileux,riz
6.35,33.78,27.39,92.48,26.03,sablo-argileux,mil
6.76,32.75,13.35,52.84,14.02,sablo-argileux,niebe
6.78,25.45,28.31,66.92,24.8,sablo-limoneux,arachide
5.19,58.61,29.32,113.77,31.53,limoneux,riz
6.89,38.68,26.64,90.85,23.1,sablo-argileux,mil
6.61,34.87,15.49,107.82,13.17,sablo-argileux,mil
5.73,25.5,15.85,90.01,27.69,sablo-argileux,mil
6.55,30.92,24.76,83.59,23.82,sableux,niebe
6.58,40.2,24.24,77.37,24.25,sablo-argileux,sorgho
7.29,59.5,25.71,127.42,25.24,sablo-argileux,sorgho
6.4,36.6,32.76,105.45,18.89,sablo-argileux,sorgho
6.63,24.98,11.99,74.31,16.4,sablo-argileux,niebe
6.86,47.5,21.33,78.7,24.42,sablo-argileux,sorgho
6.16,21.04,15.54,53.06,27.6,sablo-argileux,mil
6.87,21.32,18.02,99.98,25.49,sablo-argileux,mil
7.23,54.19,20.65,107.32,29.78,sablo-argileux,sorgho
6.26,23.37,24.06,62.68,13.14,sablo-limoneux,arachide
5.72,28.78,17.28,67.58,22.67,sablo-limoneux,arachide
5.53,42.37,44.97,74.29,56.02,limoneux,riz
6.2,36.53,16.67,58.38,24.42,sablo-limoneux,arachide
6.44,49.77,23.83,54.84,20.91,sablo-argileux,niebe
6.02,46.82,21.59,85.38,38.44,argileux,riz
7.13,20.46,13.49,60.91,18.61,sablo-argileux,niebe
7.22,31.91,24.33,104.73,16.24,limono-argileux,sorgho
6.46,77.01,45.11,70.99,65.32,argileux,riz
6.59,41.51,10.16,59.0,14.13,sablo-argileux,niebe
6.92,39.35,24.83,71.2,23.0,sableux,mil
5.73,33.09,34.03,85.18,24.53,sableux,arachide
7.24,51.05,35.05,93.51,19.49,sablo-argileux,sorgho
6.09,60.69,40.21,118.26,69.06,limoneux,riz
5.83,35.78,26.93,97.9,24.88,sableux,mil
6.23,17.05,21.38,70.14,13.95,sablo-limoneux,arachide
5.91,32.9,21.11,77.48,15.14,sablo-limoneux,arachide
6.75,39.63,22.37,58.69,20.64,sablo-argileux,mil
6.29,41.83,11.26,86.52,16.61,sablo-argileux,niebe
6.34,32.57,25.72,101.29,25.42,limono-argileux,sorgho
5.91,34.02,34.57,69.94,11.03,sableux,arachide
7.05,37.84,22.36,79.19,17.74,sablo-argileux,niebe
6.84,22.45,29.02,113.27,21.56,sableux,mil
6.51,23.06,16.36,70.03,17.61,sablo-argileux,mil
6.93,31.62,13.71,99.62,23.69,sablo-argileux,niebe
6.37,49.31,16.13,99.83,17.37,sableux,niebe
5.23,67.56,20.36,116.86,39.13,argileux,riz
5.93,24.6,29.33,52.9,27.69,sableux,mil
6.29,24.08,16.02,55.06,18.19,sablo-limoneux,arachide
6.13,15.96,30.3,46.26,23.84,sablo-limoneux,arachide
6.0,29.33,20.89,41.84,13.1,sableux,arachide
6.08,29.98,14.86,91.16,13.97,sablo-argileux,niebe
7.21,54.57,27.0,123.97,30.78,limono-argileux,sorgho
5.89,30.07,14.53,76.94,20.57,sableux,mil
5.94,41.62,20.2,89.5,22.58,sablo-argileux,mil
5.05,76.42,20.43,79.42,37.81,limoneux,riz
7.19,47.75,18.14,104.82,26.05,limono-argileux,sorgho
6.7,58.21,29.64,94.71,23.88,limono-argileux,sorgho
5.47,60.68,49.48,126.47,62.24,limoneux,riz
6.93,40.63,23.96,103.5,29.49,sableux,mil
5.82,69.48,39.86,81.15,58.73,argileux,riz
5.68,79.22,37.32,141.68,58.23,argileux,riz
6.37,34.61,23.87,76.83,18.6,sableux,arachide
6.15,43.85,23.22,140.9,43.68,argileux,riz
6.64,48.09,11.3,93.29,22.93,sableux,niebe
6.41,59.36,30.1,98.02,38.23,limoneux,riz
5.05,43.92,37.76,143.29,45.22,argileux,riz
6.48,30.88,17.21,117.9,31.72,limono-argileux,sorgho
5.57,23.88,23.06,70.02,22.26,sableux,arachide
6.4,20.31,28.82,80.89,17.51,sableux,arachide
6.36,18.34,22.35,50.22,22.07,sablo-limoneux,arachide
5.96,33.21,26.04,42.31,23.59,sableux,arachide
5.36,68.24,25.51,97.86,35.23,argileux,riz
6.82,22.65,17.1,62.34,19.36,sablo-limoneux,arachide
6.37,21.49,21.01,75.04,23.51,sableux,niebe
7.17,36.3,11.13,78.63,17.44,sableux,niebe
7.31,32.1,35.47,112.39,29.19,limono-argileux,sorgho
6.34,49.94,25.68,97.94,69.43,argileux,riz
5.85,40.04,18.27,77.21,17.06,sablo-argileux,mil
6.88,27.73,14.36,93.92,24.03,sableux,niebe
6.75,48.26,23.32,89.3,18.39,sablo-argileux,mil
6.74,20.49,22.13,100.14,17.07,sablo-argileux,mil
5.43,65.95,24.13,149.16,34.41,limoneux,riz
6.6,57.16,34.15,113.21,31.47,limono-argileux,sorgho
6.66,55.51,25.89,116.54,25.19,sablo-argileux,sorgho
6.44,19.85,28.61,41.97,21.26,sableux,arachide
6.83,44.16,18.37,125.43,28.92,sablo-argileux,sorgho
6.49,20.02,29.51,77.19,11.02,sablo-argileux,mil
5.99,36.51,29.99,85.5,11.99,sableux,mil
6.37,47.87,10.74,61.99,21.32,sablo-argileux,mil
5.62,45.31,26.88,50.83,15.88,sablo-argileux,mil
6.27,35.37,19.67,76.07,16.18,sableux,arachide
7.26,31.59,29.5,64.25,22.25,sablo-argileux,sorgho
6.15,40.1,18.02,91.83,14.29,sableux,niebe
6.45,67.79,37.65,146.61,37.29,limoneux,riz
6.81,40.88,22.35,57.2,20.91,sableux,niebe
5.92,23.93,27.24,78.6,13.84,sablo-limoneux,arachide
6.87,21.16,15.64,62.13,16.95,sablo-argileux,niebe
6.62,33.8,23.07,129.87,24.83,sablo-argileux,sorgho
5.99,42.15,21.98,121.08,28.24,limono-argileux,sorgho
5.84,32.02,30.54,40.12,18.83,sableux,arachide
5.54,36.85,19.26,44.83,10.72,sableux,arachide
7.09,23.4,13.46,83.26,22.82,sablo-argileux,niebe
6.49,22.43,25.92,67.15,14.46,sableux,mil
6.14,43.77,15.02,98.74,19.37,sablo-argileux,mil
7.26,38.55,25.37,121.86,25.87,sablo-argileux,sorgho
5.33,45.42,40.98,122.21,48.7,argileux,riz
6.55,26.49,19.54,114.16,23.05,sableux,mil
6.57,37.23,13.37,84.97,24.7,sablo-argileux,niebe
6.81,42.92,22.43,71.09,12.66,sableux,niebe
6.8,20.48,23.88,110.98,23.87,sableux,mil
7.4,42.51,29.49,84.16,27.57,sablo-argileux,sorgho
6.39,30.92,18.1,97.27,20.54,limono-argileux,sorgho
6.96,17.45,30.22,52.88,24.74,sablo-limoneux,arachide
6.0,39.25,25.75,85.3,31.97,limono-argileux,sorgho
6.24,43.59,21.95,54.48,14.56,sablo-argileux,niebe
7.17,46.17,17.81,95.24,23.06,sableux,niebe
6.33,50.37,35.53,68.91,35.38,limoneux,riz
6.53,30.43,10.44,89.76,22.09,sableux,niebe
6.74,43.47,30.51,96.55,16.28,limono-argileux,sorgho
6.53,27.9,17.77,92.52,18.12,sableux,niebe
5.07,45.5,23.85,73.11,54.2,argileux,riz
6.79,37.26,16.2,88.13,19.69,limono-argileux,sorgho
5.58,66.34,28.49,100.28,34.6,limoneux,riz
6.53,31.28,13.59,63.2,16.37,sableux,niebe
5.0,54.57,45.89,147.99,59.59,limoneux,riz
6.63,45.02,20.53,118.15,27.96,sablo-argileux,sorgho
6.15,35.52,17.36,50.64,16.79,sableux,arachide
6.96,25.52,26.1,62.83,15.93,sablo-limoneux,arachide
5.44,66.8,27.78,147.08,38.61,limoneux,riz
5.4,51.79,32.29,79.09,63.78,limoneux,riz
7.18,25.7,12.14,50.32,17.79,sableux,niebe
6.84,39.51,19.39,68.25,22.54,sablo-argileux,niebe
6.63,19.74,16.89,75.07,23.4,sableux,arachide
6.16,46.29,35.74,73.88,27.0,limono-argileux,sorgho
5.95,23.99,33.13,85.57,14.73,sablo-limoneux,arachide
6.03,58.43,17.94,126.26,32.6,limono-argileux,sorgho
7.37,53.07,27.19,129.13,30.34,sablo-argileux,sorgho
5.79,19.57,24.38,49.47,19.98,sablo-limoneux,arachide
6.63,44.24,24.04,57.76,13.21,sableux,niebe
6.0,15.58,19.12,52.43,11.8,sableux,arachide
7.0,48.71,13.75,84.45,18.07,sablo-argileux,niebe
5.57,36.04,19.05,67.79,18.94,sablo-argileux,mil
6.43,52.52,33.88,129.54,48.07,argileux,riz
6.59,48.21,22.06,54.45,22.64,sableux,niebe
6.42,35.36,12.41,58.62,23.33,sablo-argileux,niebe
7.11,33.82,35.77,98.81,18.28,sablo-argileux,sorgho
6.27,76.61,26.57,98.89,56.93,argileux,riz
6.75,29.67,24.36,78.41,19.31,sableux,niebe
5.93,76.56,22.14,142.83,35.41,argileux,riz
5.67,63.66,33.67,71.54,45.04,limoneux,riz
6.9,41.64,18.89,94.63,19.49,sableux,mil
5.57,23.71,26.1,67.59,20.56,sablo-limoneux,arachide
6.28,24.88,15.34,81.64,17.63,sablo-limoneux,arachide
6.4,33.79,26.07,53.19,10.01,sableux,arachide
6.55,49.93,27.42,71.92,18.26,sablo-argileux,mil
6.95,26.82,17.45,84.53,14.87,sableux,arachide
5.04,46.19,36.37,96.97,42.26,argileux,riz
5.4,62.64,31.76,62.56,50.55,limoneux,riz
6.95,40.87,31.88,121.14,33.76,limono-argileux,sorgho
6.87,38.12,25.34,119.91,22.77,sablo-argileux,mil
6.17,55.54,27.38,139.94,58.66,argileux,riz
5.87,38.5,31.06,82.05,26.32,limono-argileux,sorgho
6.03,45.39,16.46,91.0,19.21,sablo-argileux,sorgho
6.74,38.54,35.94,72.34,31.09,sablo-argileux,sorgho
7.23,49.45,25.37,124.13,26.05,limono-argileux,sorgho
5.92,39.4,26.09,75.11,30.9,sablo-argileux,sorgho
5.21,52.08,34.95,98.77,32.08,argileux,riz
6.91,43.47,24.98,69.55,21.35,sablo-argileux,niebe
6.02,40.37,20.46,75.14,31.33,sablo-argileux,sorgho
6.09,49.04,26.93,117.08,50.12,limoneux,riz
5.8,23.66,15.81,88.84,22.61,sablo-argileux,mil
6.49,39.67,27.81,68.4,21.85,sablo-argileux,sorgho
6.04,37.39,38.59,122.41,27.75,limono-argileux,sorgho
6.28,36.84,21.09,58.25,10.58,sablo-argileux,mil
6.33,22.94,22.5,55.92,12.57,sableux,niebe
6.04,69.11,38.43,146.81,35.91,argileux,riz
6.11,36.55,29.93,52.55,11.93,sablo-limoneux,arachide
6.44,26.61,11.56,62.8,17.94,sableux,niebe
6.93,41.26,32.7,103.5,17.77,sablo-argileux,sorgho
6.22,37.77,22.94,80.89,19.58,sableux,arachide
6.44,33.79,37.26,89.71,31.87,limono-argileux,sorgho
6.97,35.77,18.51,83.85,24.16,sableux,arachide
6.41,57.71,45.44,104.4,49.97,argileux,riz
6.0,42.56,26.82,89.8,28.69,sablo-argileux,sorgho
6.58,42.54,15.52,111.2,14.16,sablo-argileux,mil
5.68,62.74,43.24,136.51,63.99,argileux,riz
7.02,34.15,24.39,108.89,18.89,limono-argileux,sorgho
6.16,30.46,10.62,63.59,13.4,sableux,niebe
6.91,45.38,13.48,78.45,18.17,sablo-argileux,niebe
5.77,75.43,37.08,99.81,64.66,limoneux,riz
6.12,43.12,20.3,117.0,18.03,sablo-argileux,mil
6.42,37.25,29.29,52.84,16.56,sableux,arachide
7.03,58.42,30.43,126.65,29.12,sablo-argileux,sorgho
7.12,27.21,11.79,82.5,21.84,sableux,niebe
6.2,15.4,30.12,75.24,14.65,sablo-limoneux,arachide
6.04,35.46,29.61,111.59,20.87,sableux,mil
6.14,20.01,31.57,86.4,11.1,sablo-limoneux,arachide
6.2,48.27,15.89,90.89,17.4,limono-argileux,sorgho
6.59,54.3,26.13,73.02,26.21,limono-argileux,sorgho
7.07,43.0,14.26,80.08,12.39,sableux,niebe
6.08,45.62,45.8,95.99,32.73,argileux,riz
6.57,29.41,17.53,88.1,28.54,sablo-argileux,mil
6.15,21.48,23.58,77.2,22.25,sableux,niebe
6.41,35.63,15.85,42.48,19.85,sableux,arachide
6.4,27.28,18.12,61.99,16.04,sablo-argileux,niebe
5.96,35.85,26.64,40.53,19.7,sableux,arachide
6.39,66.6,46.68,96.22,34.85,argileux,riz
6.21,37.87,26.99,79.77,24.73,sablo-argileux,mil
6.35,31.08,10.91,63.5,19.48,sableux,niebe
6.06,46.38,33.53,92.36,47.0,limoneux,riz
6.0,33.83,28.93,65.23,20.19,sablo-limoneux,arachide
5.57,75.69,43.39,76.46,60.57,argileux,riz
5.76,58.43,34.75,142.1,41.67,limoneux,riz
7.04,53.53,20.76,106.82,15.89,limono-argileux,sorgho
7.45,32.22,21.93,114.45,28.81,limono-argileux,sorgho
5.83,78.42,32.51,71.65,32.28,limoneux,riz
6.58,28.56,16.45,83.78,23.61,sablo-limoneux,arachide
5.25,79.37,36.42,99.8,66.49,limoneux,riz
6.74,33.77,20.04,88.81,19.63,sableux,mil
6.41,35.96,24.73,87.44,17.58,sablo-argileux,niebe
6.28,15.68,28.77,85.79,13.78,sablo-limoneux,arachide
6.17,32.35,25.49,128.44,25.58,limono-argileux,sorgho
5.75,34.03,17.06,79.62,15.1,sablo-limoneux,arachide
6.67,58.35,35.59,67.43,18.52,sablo-argileux,sorgho
5.93,35.37,27.07,103.04,19.43,sableux,mil
7.08,42.74,24.05,89.46,33.97,limono-argileux,sorgho
5.27,64.74,46.58,80.17,40.7,argileux,riz
5.97,42.98,15.79,62.62,19.44,sablo-argileux,sorgho
7.07,56.66,32.96,104.08,18.84,sablo-argileux,sorgho
6.76,40.66,23.71,66.9,23.6,sablo-argileux,niebe
6.56,23.82,19.93,75.81,11.6,sableux,arachide
6.38,36.36,18.55,51.69,18.72,sableux,niebe
6.48,22.09,34.41,70.8,10.7,sablo-limoneux,arachide
6.05,24.99,26.96,65.0,18.99,sableux,arachide
5.76,23.06,19.4,56.22,11.09,sableux,arachide
5.08,41.09,46.53,97.38,39.84,argileux,riz
6.5,33.62,26.59,77.14,10.69,sableux,mil
6.37,16.68,18.74,56.24,21.57,sableux,arachide
5.79,75.72,46.9,117.49,63.72,argileux,riz
6.56,39.15,20.03,77.48,13.41,sablo-limoneux,arachide
5.78,48.12,44.86,103.85,50.34,argileux,riz
5.04,44.64,28.94,117.79,40.28,argileux,riz
6.5,46.77,26.02,79.52,15.73,limono-argileux,sorgho
6.5,57.01,34.84,97.58,24.85,limono-argileux,sorgho
5.61,51.9,42.81,78.82,36.8,argileux,riz
5.84,54.67,23.07,76.45,26.07,sablo-argileux,sorgho
6.49,70.72,30.55,148.95,65.7,limoneux,riz
5.99,48.28,29.34,66.3,16.11,sableux,mil
6.57,24.55,17.94,113.62,14.0,sableux,mil
6.18,29.57,18.63,116.05,26.5,sablo-argileux,mil
6.27,39.46,20.37,92.89,18.2,limono-argileux,sorgho
6.08,46.25,13.48,61.69,16.17,sableux,niebe
5.35,46.2,25.13,92.46,40.46,argileux,riz
7.38,31.35,25.78,121.0,31.9,limono-argileux,sorgho
6.24,30.97,19.21,95.35,27.6,sablo-argileux,mil
5.75,15.29,20.04,57.06,23.88,sableux,arachide
6.21,27.14,19.0,41.08,15.39,sablo-limoneux,arachide
5.47,58.26,37.68,87.85,69.37,limoneux,riz
6.89,38.63,15.33,92.46,14.53,sableux,niebe
6.8,46.12,37.62,122.1,32.53,limono-argileux,sorgho
6.19,54.33,47.42,68.95,37.18,limoneux,riz
6.71,44.55,17.76,101.42,34.2,limono-argileux,sorgho
5.61,33.49,24.15,77.12,10.74,sablo-limoneux,arachide
6.84,36.95,24.97,89.31,12.19,sablo-argileux,mil
6.32,40.7,39.48,90.52,67.45,argileux,riz
6.26,65.5,39.03,92.96,30.83,limoneux,riz
5.57,68.21,40.21,66.72,67.5,limoneux,riz
6.41,34.9,25.42,87.62,20.47,sablo-limoneux,arachide
5.74,49.95,12.87,53.64,13.13,sablo-argileux,mil
5.73,62.84,42.45,134.49,68.57,limoneux,riz
6.93,39.09,19.74,98.36,13.36,sablo-argileux,niebe
6.42,29.32,21.85,62.45,19.94,sableux,arachide
5.92,74.46,28.99,148.89,47.08,argileux,riz
6.18,39.97,19.25,43.27,21.53,sablo-limoneux,arachide
5.53,39.89,20.58,65.37,12.62,sablo-limoneux,arachide
6.13,48.25,10.69,59.29,22.62,sableux,niebe
7.03,47.44,23.98,85.85,13.61,sableux,niebe
6.13,25.74,13.68,104.98,19.73,sablo-argileux,mil
5.69,26.4,26.86,106.88,21.07,sableux,mil
5.6,45.07,26.58,53.6,10.52,sablo-argileux,mil
6.73,37.27,24.53,51.39,22.81,sablo-limoneux,arachide
7.0,52.07,33.26,66.63,16.03,sablo-argileux,sorgho
6.74,35.23,35.75,99.93,29.32,sablo-argileux,sorgho
6.74,38.18,11.67,84.26,15.53,sableux,niebe
6.78,24.8,21.84,99.06,24.64,sablo-argileux,niebe
6.35,42.01,29.48,98.62,11.69,sablo-argileux,mil
6.04,28.79,23.52,74.19,13.77,sablo-argileux,niebe
6.58,30.48,30.39,104.19,20.06,sablo-argileux,sorgho
7.0,24.19,14.52,105.84,19.14,sableux,mil
5.18,72.45,32.75,139.17,53.86,limoneux,riz
5.91,50.08,39.13,69.7,20.02,sablo-argileux,sorgho
6.99,30.82,28.71,85.18,23.86,sablo-limoneux,arachide
6.62,35.54,23.74,79.32,15.87,sableux,niebe
6.16,31.27,30.67,58.4,20.04,sableux,arachide
5.98,78.73,22.61,62.37,46.79,limoneux,riz
5.98,54.21,39.12,62.9,19.22,sablo-argileux,sorgho
7.05,43.57,11.83,72.63,20.95,sableux,niebe
6.47,40.1,24.32,89.34,23.01,sablo-argileux,niebe
6.16,56.8,40.08,127.57,44.95,argileux,riz
6.74,35.71,20.6,113.45,16.17,sablo-argileux,mil
7.38,44.67,26.62,112.98,30.38,sablo-argileux,sorgho
6.29,42.38,34.36,112.78,19.6,limono-argileux,sorgho
6.44,15.37,31.16,49.48,13.17,sablo-limoneux,arachide
6.62,30.54,28.53,103.66,24.38,sablo-argileux,mil
5.52,35.69,29.39,118.5,22.03,sableux,mil
6.09,79.84,41.46,115.99,56.94,limoneux,riz
6.52,28.39,23.74,52.17,21.44,sableux,niebe
6.39,32.16,16.97,57.27,10.97,sableux,mil
